"loan_date","est_yield","est_loss","est_return","rating","year"
2013-11-20,0.1238,0.0449,0.0789,"B","2013"
2013-10-29,0.18316,0.0925,0.09066,"D","2013"
2013-05-30,0.1749,0.0774,0.0975,"C","2013"
2013-08-27,0.2254,0.1175,0.1079,"D","2013"
2013-09-05,0.2064,0.1025,0.1039,"D","2013"
2013-10-21,0.14963,0.0649,0.08473,"C","2013"
2013-08-29,0.0849,0.0249,0.06,"A","2013"
2013-01-04,0.2206,0.0925,0.1281,"D","2013"
2013-12-24,0.14814,0.0699,0.07824,"C","2013"
2013-10-11,0.2165,0.1175,0.099,"D","2013"
2013-01-30,0.1382,0.0524,0.0858,"B","2013"
2013-05-07,0.2447,0.1325,0.1122,"E","2013"
2013-06-21,0.0919,0.0274,0.0645,"A","2013"
2013-10-15,0.14661,0.0624,0.08421,"C","2013"
2013-09-23,0.17162,0.0824,0.08922,"C","2013"
2013-06-25,0.1061,0.0349,0.0712,"A","2013"
2013-12-03,0.13953,0.0624,0.07713,"C","2013"
2013-08-29,0.135,0.0474,0.0876,"B","2013"
2013-05-08,0.1467,0.0524,0.0943,"B","2013"
2013-12-20,0.15163,0.0724,0.07923,"C","2013"
2013-08-21,0.1404,0.0499,0.0905,"B","2013"
2013-10-30,0.26366,0.1525,0.11116,"HR","2013"
2013-12-27,0.16717,0.0849,0.08227,"C","2013"
2013-08-01,0.2643,0.1475,0.1168,"E","2013"
2013-06-20,0.1015,0.0324,0.0691,"A","2013"
2013-10-23,0.27598,0.1625,0.11348,"HR","2013"
2013-01-17,0.2,0.0975,0.1025,"D","2013"
2013-08-20,0.1702,0.0649,0.1053,"C","2013"
2013-05-23,0.0905,0.0274,0.0631,"A","2013"
2013-11-27,0.12898,0.0549,0.07408,"B","2013"
2013-05-28,0.2126,0.1075,0.1051,"D","2013"
2013-02-12,0.2566,0.1325,0.1241,"E","2013"
2013-09-20,0.1952,0.1025,0.0927,"D","2013"
2013-12-02,0.11932,0.0474,0.07192,"B","2013"
2013-07-29,0.103,0.0324,0.0706,"A","2013"
2013-11-20,0.11024,0.0374,0.07284,"A","2013"
2013-06-27,0.1679,0.0724,0.0955,"C","2013"
2013-08-09,0.1512,0.0549,0.0963,"B","2013"
2013-06-21,0.2,0.0975,0.1025,"D","2013"
2013-08-05,0.1937,0.0925,0.1012,"D","2013"
2013-12-27,0.20961,0.1175,0.09211,"D","2013"
2013-12-05,0.18828,0.1025,0.08578,"D","2013"
2013-08-09,0.1575,0.0574,0.1001,"B","2013"
2013-03-11,0.2254,0.1175,0.1079,"D","2013"
2013-08-06,0.1452,0.0574,0.0878,"B","2013"
2013-11-27,0.1762,0.0925,0.0837,"D","2013"
2013-11-07,0.24998,0.1425,0.10748,"E","2013"
2013-10-03,0.18917,0.0975,0.09167,"D","2013"
2013-04-04,0.276,0.1575,0.1185,"HR","2013"
2013-08-08,0.1181,0.0399,0.0782,"A","2013"
2013-06-03,0.126,0.0424,0.0836,"B","2013"
2013-10-31,0.13705,0.0549,0.08215,"B","2013"
2013-07-30,0.1829,0.0724,0.1105,"C","2013"
2013-11-27,0.16862,0.0799,0.08872,"C","2013"
2013-08-29,0.1679,0.0724,0.0955,"C","2013"
2013-03-25,0.1873,0.0874,0.0999,"C","2013"
2013-10-23,0.14311,0.0599,0.08321,"B","2013"
2013-04-09,0.1864,0.0749,0.1115,"C","2013"
2013-11-27,0.1264,0.0524,0.074,"B","2013"
2013-07-23,0.2382,0.1275,0.1107,"E","2013"
2013-12-17,0.19571,0.1075,0.08821,"D","2013"
2013-04-17,0.1571,0.0649,0.0922,"C","2013"
2013-09-17,0.17416,0.0849,0.08926,"C","2013"
2013-04-19,0.1512,0.0549,0.0963,"B","2013"
2013-03-13,0.2064,0.1025,0.1039,"D","2013"
2013-06-07,0.2001,0.0849,0.1152,"C","2013"
2013-10-18,0.10568,0.0349,0.07078,"A","2013"
2013-12-20,0.16717,0.0849,0.08227,"C","2013"
2013-05-09,0.0919,0.0274,0.0645,"A","2013"
2013-11-27,0.16862,0.0799,0.08872,"C","2013"
2013-12-31,0.13507,0.0599,0.07517,"B","2013"
2013-12-31,0.13953,0.0624,0.07713,"C","2013"
2013-08-30,0.0956,0.0299,0.0657,"A","2013"
2013-07-09,0.2064,0.1025,0.1039,"D","2013"
2013-10-04,0.13144,0.0499,0.08154,"B","2013"
2013-07-19,0.1765,0.0674,0.1091,"C","2013"
2013-10-03,0.15519,0.0699,0.08529,"C","2013"
2013-07-18,0.2318,0.1225,0.1093,"E","2013"
2013-04-26,0.2254,0.1175,0.1079,"D","2013"
2013-12-31,0.23608,0.1375,0.09858,"E","2013"
2013-12-20,0.18224,0.0975,0.08474,"D","2013"
2013-05-02,0.1015,0.0324,0.0691,"A","2013"
2013-07-01,0.1679,0.0724,0.0955,"C","2013"
2013-09-04,0.2064,0.1025,0.1039,"D","2013"
2013-08-21,0.2064,0.1025,0.1039,"D","2013"
2013-12-10,0.13203,0.0574,0.07463,"B","2013"
2013-11-18,0.13144,0.0499,0.08154,"B","2013"
2013-06-25,0.2021,0.0874,0.1147,"C","2013"
2013-01-16,0.1873,0.0874,0.0999,"C","2013"
2013-08-01,0.1102,0.0374,0.0728,"A","2013"
2013-12-23,0.12334,0.0499,0.07344,"B","2013"
2013-12-05,0.19571,0.1075,0.08821,"D","2013"
2013-10-24,0.15867,0.0724,0.08627,"C","2013"
2013-02-28,0.2001,0.0849,0.1152,"C","2013"
2013-03-20,0.1571,0.0649,0.0922,"C","2013"
2013-11-14,0.17716,0.0874,0.08976,"C","2013"
2013-12-13,0.16162,0.0799,0.08172,"C","2013"
2013-04-19,0.1765,0.0674,0.1091,"C","2013"
2013-05-03,0.1181,0.0399,0.0782,"A","2013"
2013-05-10,0.1452,0.0574,0.0878,"B","2013"
2013-04-23,0.2001,0.0849,0.1152,"C","2013"
2013-08-07,0.276,0.1575,0.1185,"HR","2013"
2013-10-18,0.14311,0.0599,0.08321,"B","2013"
2013-05-29,0.1679,0.0724,0.0955,"C","2013"
2013-06-28,0.1808,0.0824,0.0984,"C","2013"
2013-09-18,0.11477,0.0399,0.07487,"A","2013"
2013-11-15,0.18917,0.0975,0.09167,"D","2013"
2013-09-30,0.14008,0.0574,0.08268,"B","2013"
2013-10-30,0.15519,0.0699,0.08529,"C","2013"
2013-04-24,0.1937,0.0925,0.1012,"D","2013"
2013-07-23,0.2274,0.1075,0.1199,"D","2013"
2013-05-07,0.2064,0.1025,0.1039,"D","2013"
2013-09-30,0.1952,0.1025,0.0927,"D","2013"
2013-08-30,0.1467,0.0524,0.0943,"B","2013"
2013-11-15,0.15519,0.0699,0.08529,"C","2013"
2013-12-18,0.1264,0.0524,0.074,"B","2013"
2013-08-27,0.1382,0.0524,0.0858,"B","2013"
2013-12-16,0.16162,0.0799,0.08172,"C","2013"
2013-08-27,0.2064,0.1025,0.1039,"D","2013"
2013-11-01,0.14963,0.0649,0.08473,"C","2013"
2013-12-12,0.05,0.0074,0.0426,"AA","2013"
2013-10-24,0.27598,0.1625,0.11348,"HR","2013"
2013-09-30,0.23673,0.1325,0.10423,"E","2013"
2013-04-19,0.2382,0.1275,0.1107,"E","2013"
2013-07-17,0.2725,0.1475,0.125,"E","2013"
2013-11-06,0.18316,0.0925,0.09066,"D","2013"
2013-12-20,0.19571,0.1075,0.08821,"D","2013"
2013-07-10,0.1619,0.0599,0.102,"B","2013"
2013-09-17,0.14963,0.0649,0.08473,"C","2013"
2013-08-06,0.1512,0.0549,0.0963,"B","2013"
2013-11-14,0.24294,0.1375,0.10544,"E","2013"
2013-07-29,0.1898,0.0774,0.1124,"C","2013"
2013-03-11,0.1575,0.0574,0.1001,"B","2013"
2013-05-16,0.1337,0.0499,0.0838,"B","2013"
2013-09-09,0.2051,0.0899,0.1152,"C","2013"
2013-10-25,0.14963,0.0649,0.08473,"C","2013"
2013-11-06,0.20262,0.1075,0.09512,"D","2013"
2013-07-02,0.1452,0.0574,0.0878,"B","2013"
2013-11-15,0.10568,0.0349,0.07078,"A","2013"
2013-11-19,0.23673,0.1325,0.10423,"E","2013"
2013-11-13,0.06537,0.0149,0.05047,"AA","2013"
2013-04-23,0.1452,0.0574,0.0878,"B","2013"
2013-09-27,0.09202,0.0274,0.06462,"A","2013"
2013-09-12,0.1061,0.0349,0.0712,"A","2013"
2013-10-30,0.15519,0.0699,0.08529,"C","2013"
2013-10-29,0.16214,0.0749,0.08724,"C","2013"
2013-07-17,0.1512,0.0549,0.0963,"B","2013"
2013-06-28,0.2355,0.1125,0.123,"D","2013"
2013-08-02,0.18,0.0699,0.1101,"C","2013"
2013-04-08,0.1957,0.0824,0.1133,"C","2013"
2013-06-11,0.276,0.1575,0.1185,"HR","2013"
2013-09-18,0.22352,0.1225,0.10102,"E","2013"
2013-03-05,0.0849,0.0249,0.06,"A","2013"
2013-10-10,0.05001,0.0074,0.04261,"AA","2013"
2013-04-18,0.2021,0.0874,0.1147,"C","2013"
2013-03-22,0.1873,0.0874,0.0999,"C","2013"
2013-07-17,0.0731,0.0199,0.0532,"AA","2013"
2013-09-04,0.276,0.1575,0.1185,"HR","2013"
2013-12-17,0.17274,0.0899,0.08284,"C","2013"
2013-10-30,0.07038,0.0174,0.05298,"AA","2013"
2013-12-23,0.17019,0.0874,0.08279,"C","2013"
2013-11-12,0.23673,0.1325,0.10423,"E","2013"
2013-01-28,0.1337,0.0499,0.0838,"B","2013"
2013-11-08,0.25691,0.1475,0.10941,"E","2013"
2013-05-21,0.1292,0.0474,0.0818,"B","2013"
2013-06-12,0.0684,0.0174,0.051,"AA","2013"
2013-08-29,0.0731,0.0199,0.0532,"AA","2013"
2013-12-04,0.16463,0.0824,0.08223,"C","2013"
2013-12-13,0.08619,0.0274,0.05879,"A","2013"
2013-06-14,0.2447,0.1325,0.1122,"E","2013"
2013-03-13,0.1536,0.0624,0.0912,"C","2013"
2013-12-16,0.12898,0.0549,0.07408,"B","2013"
2013-07-26,0.0647,0.0149,0.0498,"AA","2013"
2013-12-02,0.24313,0.1425,0.10063,"E","2013"
2013-03-26,0.2148,0.0975,0.1173,"D","2013"
2013-04-08,0.1649,0.0699,0.095,"C","2013"
2013-10-10,0.17416,0.0849,0.08926,"C","2013"
2013-05-16,0.1102,0.0374,0.0728,"A","2013"
2013-04-23,0.2021,0.0874,0.1147,"C","2013"
2013-08-13,0.1015,0.0324,0.0691,"A","2013"
2013-10-03,0.14311,0.0599,0.08321,"B","2013"
2013-12-24,0.09071,0.0299,0.06081,"A","2013"
2013-11-15,0.17716,0.0874,0.08976,"C","2013"
2013-12-18,0.13953,0.0624,0.07713,"C","2013"
2013-05-02,0.1702,0.0649,0.1053,"C","2013"
2013-10-03,0.14661,0.0624,0.08421,"C","2013"
2013-12-17,0.16463,0.0824,0.08223,"C","2013"
2013-12-05,0.14256,0.0649,0.07766,"C","2013"
2013-08-07,0.1864,0.0749,0.1115,"C","2013"
2013-09-25,0.14963,0.0649,0.08473,"C","2013"
2013-10-31,0.14963,0.0649,0.08473,"C","2013"
2013-07-30,0.1452,0.0574,0.0878,"B","2013"
2013-04-05,0.1404,0.0499,0.0905,"B","2013"
2013-08-14,0.1668,0.0624,0.1044,"C","2013"
2013-02-25,0.089,0.0424,0.0466,"B","2013"
2013-04-19,0.1679,0.0724,0.0955,"C","2013"
2013-11-06,0.10568,0.0349,0.07078,"A","2013"
2013-09-27,0.20859,0.1125,0.09609,"D","2013"
2013-12-17,0.16162,0.0799,0.08172,"C","2013"
2013-09-30,0.16468,0.0774,0.08728,"C","2013"
2013-08-20,0.276,0.1575,0.1185,"HR","2013"
2013-11-25,0.14814,0.0699,0.07824,"C","2013"
2013-09-19,0.14661,0.0624,0.08421,"C","2013"
2013-06-21,0.1252,0.0449,0.0803,"B","2013"
2013-12-16,0.19571,0.1075,0.08821,"D","2013"
2013-09-23,0.1952,0.1025,0.0927,"D","2013"
2013-07-30,0.1015,0.0324,0.0691,"A","2013"
2013-08-20,0.1404,0.0499,0.0905,"B","2013"
2013-11-27,0.18828,0.1025,0.08578,"D","2013"
2013-11-08,0.1952,0.1025,0.0927,"D","2013"
2013-01-11,0.1783,0.0799,0.0984,"C","2013"
2013-11-19,0.08643,0.0249,0.06153,"A","2013"
2013-07-31,0.2,0.0975,0.1025,"D","2013"
2013-03-05,0.0956,0.0299,0.0657,"A","2013"
2013-08-21,0.1808,0.0824,0.0984,"C","2013"
2013-05-20,0.0905,0.0274,0.0631,"A","2013"
2013-04-03,0.18,0.0699,0.1101,"C","2013"
2013-12-16,0.13203,0.0574,0.07463,"B","2013"
2013-04-24,0.1417,0.0549,0.0868,"B","2013"
2013-07-18,0.2725,0.1475,0.125,"E","2013"
2013-01-09,0.1749,0.0774,0.0975,"C","2013"
2013-08-27,0.059,0.0124,0.0466,"AA","2013"
2013-07-24,0.1749,0.0774,0.0975,"C","2013"
2013-07-16,0.1571,0.0649,0.0922,"C","2013"
2013-01-08,0.1438,0.0874,0.0564,"C","2013"
2013-12-18,0.13507,0.0599,0.07517,"B","2013"
2013-10-23,0.11929,0.0424,0.07689,"B","2013"
2013-05-21,0.2512,0.1375,0.1137,"E","2013"
2013-03-22,0.2612,0.1375,0.1237,"E","2013"
2013-07-29,0.135,0.0474,0.0876,"B","2013"
2013-08-02,0.1148,0.0399,0.0749,"A","2013"
2013-10-10,0.13144,0.0499,0.08154,"B","2013"
2013-06-25,0.2512,0.1375,0.1137,"E","2013"
2013-03-21,0.1783,0.0799,0.0984,"C","2013"
2013-01-16,0.1536,0.0624,0.0912,"C","2013"
2013-08-15,0.2085,0.0925,0.116,"D","2013"
2013-11-13,0.25691,0.1475,0.10941,"E","2013"
2013-05-16,0.1015,0.0324,0.0691,"A","2013"
2013-08-30,0.2355,0.1125,0.123,"D","2013"
2013-12-04,0.25006,0.1475,0.10256,"E","2013"
2013-10-24,0.27598,0.1625,0.11348,"HR","2013"
2013-06-07,0.2447,0.1325,0.1122,"E","2013"
2013-08-14,0.1765,0.0674,0.1091,"C","2013"
2013-08-05,0.1181,0.0399,0.0782,"A","2013"
2013-08-19,0.1292,0.0474,0.0818,"B","2013"
2013-11-26,0.07506,0.0199,0.05516,"AA","2013"
2013-03-11,0.2,0.0975,0.1025,"D","2013"
2013-04-16,0.1382,0.0524,0.0858,"B","2013"
2013-12-03,0.20169,0.1125,0.08919,"D","2013"
2013-07-24,0.2001,0.0849,0.1152,"C","2013"
2013-11-15,0.15264,0.0674,0.08524,"C","2013"
2013-05-07,0.2064,0.1025,0.1039,"D","2013"
2013-02-14,0.276,0.1575,0.1185,"HR","2013"
2013-12-11,0.13953,0.0624,0.07713,"C","2013"
2013-09-16,0.2021,0.0874,0.1147,"C","2013"
2013-10-15,0.14008,0.0574,0.08268,"B","2013"
2013-06-03,0.1148,0.0399,0.0749,"A","2013"
2013-06-03,0.2318,0.1225,0.1093,"E","2013"
2013-10-03,0.23057,0.1275,0.10307,"E","2013"
2013-01-15,0.2382,0.1275,0.1107,"E","2013"
2013-10-28,0.25691,0.1475,0.10941,"E","2013"
2013-09-19,0.09653,0.0299,0.06663,"A","2013"
2013-10-10,0.23673,0.1325,0.10423,"E","2013"
2013-06-03,0.1898,0.0774,0.1124,"C","2013"
2013-02-28,0.2318,0.1225,0.1093,"E","2013"
2013-09-30,0.22352,0.1225,0.10102,"E","2013"
2013-08-22,0.2064,0.1025,0.1039,"D","2013"
2013-09-24,0.16862,0.0799,0.08872,"C","2013"
2013-05-02,0.0919,0.0274,0.0645,"A","2013"
2013-09-13,0.10568,0.0349,0.07078,"A","2013"
2013-05-21,0.2274,0.1075,0.1199,"D","2013"
2013-01-23,0.2143,0.0874,0.1269,"C","2013"
2013-06-25,0.135,0.0474,0.0876,"B","2013"
2013-12-05,0.13203,0.0574,0.07463,"B","2013"
2013-11-05,0.1952,0.1025,0.0927,"D","2013"
2013-04-04,0.1061,0.0349,0.0712,"A","2013"
2013-10-11,0.17716,0.0874,0.08976,"C","2013"
2013-05-07,0.1512,0.0549,0.0963,"B","2013"
2013-09-06,0.1937,0.0925,0.1012,"D","2013"
2013-11-13,0.1797,0.0899,0.0898,"C","2013"
2013-08-06,0.1575,0.0574,0.1001,"B","2013"
2013-08-22,0.1765,0.0674,0.1091,"C","2013"
2013-11-15,0.09653,0.0299,0.06663,"A","2013"
2013-05-20,0.1765,0.0674,0.1091,"C","2013"
2013-06-11,0.1292,0.0474,0.0818,"B","2013"
2013-10-16,0.16468,0.0774,0.08728,"C","2013"
2013-05-06,0.1765,0.0674,0.1091,"C","2013"
2013-07-30,0.1292,0.0474,0.0818,"B","2013"
2013-11-04,0.08643,0.0249,0.06153,"A","2013"
2013-08-01,0.2064,0.1025,0.1039,"D","2013"
2013-12-23,0.14559,0.0674,0.07819,"C","2013"
2013-07-17,0.1181,0.0399,0.0782,"A","2013"
2013-12-13,0.16162,0.0799,0.08172,"C","2013"
2013-11-19,0.14311,0.0599,0.08321,"B","2013"
2013-06-14,0.1404,0.0499,0.0905,"B","2013"
2013-10-10,0.12744,0.0474,0.08004,"B","2013"
2013-04-15,0.2447,0.1325,0.1122,"E","2013"
2013-05-22,0.1619,0.0599,0.102,"B","2013"
2013-04-02,0.2318,0.1225,0.1093,"E","2013"
2013-09-27,0.13705,0.0549,0.08215,"B","2013"
2013-06-27,0.1619,0.0599,0.102,"B","2013"
2013-07-26,0.1102,0.0374,0.0728,"A","2013"
2013-08-09,0.2447,0.1325,0.1122,"E","2013"
2013-11-14,0.1797,0.0899,0.0898,"C","2013"
2013-10-18,0.16468,0.0774,0.08728,"C","2013"
2013-08-29,0.1337,0.0499,0.0838,"B","2013"
2013-08-15,0.1575,0.0574,0.1001,"B","2013"
2013-06-18,0.1122,0.0374,0.0748,"A","2013"
2013-03-07,0.2447,0.1325,0.1122,"E","2013"
2013-10-09,0.17716,0.0874,0.08976,"C","2013"
2013-10-21,0.11929,0.0424,0.07689,"B","2013"
2013-12-19,0.13953,0.0624,0.07713,"C","2013"
2013-03-11,0.0849,0.0249,0.06,"A","2013"
2013-06-03,0.1292,0.0474,0.0818,"B","2013"
2013-01-31,0.1749,0.0774,0.0975,"C","2013"
2013-11-07,0.11477,0.0399,0.07487,"A","2013"
2013-10-16,0.16214,0.0749,0.08724,"C","2013"
2013-09-24,0.16468,0.0774,0.08728,"C","2013"
2013-01-03,0.1924,0.0674,0.125,"C","2013"
2013-12-20,0.1121,0.0424,0.0697,"B","2013"
2013-04-24,0.126,0.0424,0.0836,"B","2013"
2013-11-27,0.17274,0.0899,0.08284,"C","2013"
2013-08-23,0.2,0.0975,0.1025,"D","2013"
2013-12-23,0.07582,0.0224,0.05342,"A","2013"
2013-09-10,0.2566,0.1325,0.1241,"E","2013"
2013-02-26,0.2001,0.0849,0.1152,"C","2013"
2013-05-22,0.1148,0.0399,0.0749,"A","2013"
2013-11-26,0.09202,0.0274,0.06462,"A","2013"
2013-02-25,0.1536,0.0624,0.0912,"C","2013"
2013-10-09,0.14311,0.0599,0.08321,"B","2013"
2013-11-01,0.2165,0.1175,0.099,"D","2013"
2013-05-01,0.1452,0.0574,0.0878,"B","2013"
2013-08-01,0.1102,0.0374,0.0728,"A","2013"
2013-05-21,0.2473,0.1225,0.1248,"E","2013"
2013-08-26,0.1404,0.0499,0.0905,"B","2013"
2013-05-21,0.0647,0.0149,0.0498,"AA","2013"
2013-10-01,0.06537,0.0149,0.05047,"AA","2013"
2013-07-16,0.2274,0.1075,0.1199,"D","2013"
2013-11-29,0.12334,0.0499,0.07344,"B","2013"
2013-10-15,0.2706,0.1575,0.1131,"HR","2013"
2013-12-11,0.1762,0.0925,0.0837,"D","2013"
2013-06-05,0.0647,0.0149,0.0498,"AA","2013"
2013-08-05,0.2725,0.1475,0.125,"E","2013"
2013-12-31,0.06546,0.0174,0.04806,"AA","2013"
2013-12-12,0.1264,0.0524,0.074,"B","2013"
2013-12-20,0.14256,0.0649,0.07766,"C","2013"
2013-12-13,0.15163,0.0724,0.07923,"C","2013"
2013-11-22,0.20859,0.1125,0.09609,"D","2013"
2013-05-23,0.2575,0.1425,0.115,"E","2013"
2013-11-29,0.1762,0.0925,0.0837,"D","2013"
2013-10-28,0.07038,0.0174,0.05298,"AA","2013"
2013-03-18,0.1452,0.0574,0.0878,"B","2013"
2013-09-25,0.17416,0.0849,0.08926,"C","2013"
2013-09-13,0.05896,0.0124,0.04656,"AA","2013"
2013-03-25,0.0731,0.0199,0.0532,"AA","2013"
2013-12-24,0.06919,0.0199,0.04929,"AA","2013"
2013-04-09,0.1512,0.0549,0.0963,"B","2013"
2013-11-29,0.22987,0.1325,0.09737,"E","2013"
2013-10-10,0.20262,0.1075,0.09512,"D","2013"
2013-10-02,0.15264,0.0674,0.08524,"C","2013"
2013-03-11,0.0751,0.0199,0.0552,"AA","2013"
2013-08-21,0.0731,0.0199,0.0532,"AA","2013"
2013-08-14,0.1512,0.0549,0.0963,"B","2013"
2013-12-18,0.15512,0.0749,0.08022,"C","2013"
2013-10-16,0.23673,0.1325,0.10423,"E","2013"
2013-06-20,0.1102,0.0374,0.0728,"A","2013"
2013-08-07,0.1417,0.0549,0.0868,"B","2013"
2013-03-26,0.2,0.0975,0.1025,"D","2013"
2013-08-26,0.1571,0.0649,0.0922,"C","2013"
2013-05-31,0.1181,0.0399,0.0782,"A","2013"
2013-06-28,0.2254,0.1175,0.1079,"D","2013"
2013-06-20,0.1702,0.0649,0.1053,"C","2013"
2013-12-20,0.13953,0.0624,0.07713,"C","2013"
2013-03-26,0.1649,0.0699,0.095,"C","2013"
2013-12-17,0.13203,0.0574,0.07463,"B","2013"
2013-05-22,0.1148,0.0399,0.0749,"A","2013"
2013-07-23,0.1668,0.0624,0.1044,"C","2013"
2013-10-18,0.25691,0.1475,0.10941,"E","2013"
2013-12-27,0.16463,0.0824,0.08223,"C","2013"
2013-05-30,0.1512,0.0549,0.0963,"B","2013"
2013-04-03,0.2085,0.0925,0.116,"D","2013"
2013-12-17,0.09628,0.0324,0.06388,"A","2013"
2013-07-15,0.2318,0.1225,0.1093,"E","2013"
2013-09-09,0.1852,0.0849,0.1003,"C","2013"
2013-11-29,0.11567,0.0449,0.07077,"B","2013"
2013-06-25,0.2064,0.1025,0.1039,"D","2013"
2013-11-29,0.20961,0.1175,0.09211,"D","2013"
2013-10-18,0.1238,0.0449,0.0789,"B","2013"
2013-08-07,0.0849,0.0249,0.06,"A","2013"
2013-12-04,0.13144,0.0499,0.08154,"B","2013"
2013-09-25,0.09653,0.0299,0.06663,"A","2013"
2013-11-25,0.11477,0.0399,0.07487,"A","2013"
2013-10-29,0.11477,0.0399,0.07487,"A","2013"
2013-08-20,0.1467,0.0524,0.0943,"B","2013"
2013-05-17,0.2254,0.1175,0.1079,"D","2013"
2013-07-22,0.1765,0.0674,0.1091,"C","2013"
2013-03-05,0.1679,0.0724,0.0955,"C","2013"
2013-11-13,0.17716,0.0874,0.08976,"C","2013"
2013-12-06,0.1762,0.0925,0.0837,"D","2013"
2013-11-22,0.25691,0.1475,0.10941,"E","2013"
2013-11-13,0.1797,0.0899,0.0898,"C","2013"
2013-08-13,0.1181,0.0399,0.0782,"A","2013"
2013-09-25,0.17716,0.0874,0.08976,"C","2013"
2013-07-29,0.1512,0.0549,0.0963,"B","2013"
2013-11-18,0.14661,0.0624,0.08421,"C","2013"
2013-02-21,0.1765,0.0674,0.1091,"C","2013"
2013-11-12,0.27598,0.1625,0.11348,"HR","2013"
2013-09-23,0.13144,0.0499,0.08154,"B","2013"
2013-06-05,0.1076,0.0349,0.0727,"A","2013"
2013-02-27,0.2382,0.1275,0.1107,"E","2013"
2013-10-22,0.10568,0.0349,0.07078,"A","2013"
2013-09-17,0.1952,0.1025,0.0927,"D","2013"
2013-09-17,0.20262,0.1075,0.09512,"D","2013"
2013-05-09,0.2382,0.1275,0.1107,"E","2013"
2013-01-09,0.1659,0.0499,0.116,"B","2013"
2013-09-26,0.14661,0.0624,0.08421,"C","2013"
2013-11-13,0.18316,0.0925,0.09066,"D","2013"
2013-06-18,0.1536,0.0624,0.0912,"C","2013"
2013-04-12,0.0956,0.0299,0.0657,"A","2013"
2013-12-18,0.20961,0.1175,0.09211,"D","2013"
2013-05-30,0.2643,0.1475,0.1168,"E","2013"
2013-09-04,0.1061,0.0349,0.0712,"A","2013"
2013-06-26,0.1337,0.0499,0.0838,"B","2013"
2013-05-21,0.241,0.1175,0.1235,"D","2013"
2013-08-14,0.1292,0.0474,0.0818,"B","2013"
2013-10-16,0.11477,0.0399,0.07487,"A","2013"
2013-07-24,0.1404,0.0499,0.0905,"B","2013"
2013-08-19,0.276,0.1575,0.1185,"HR","2013"
2013-12-09,0.25681,0.1525,0.10431,"HR","2013"
2013-05-15,0.0684,0.0174,0.051,"AA","2013"
2013-05-30,0.1102,0.0374,0.0728,"A","2013"
2013-09-25,0.14963,0.0649,0.08473,"C","2013"
2013-10-16,0.13705,0.0549,0.08215,"B","2013"
2013-10-22,0.09653,0.0299,0.06663,"A","2013"
2013-11-12,0.14963,0.0649,0.08473,"C","2013"
2013-02-19,0.046,0.0074,0.0386,"AA","2013"
2013-10-03,0.14311,0.0599,0.08321,"B","2013"
2013-10-23,0.15519,0.0699,0.08529,"C","2013"
2013-12-13,0.09628,0.0324,0.06388,"A","2013"
2013-05-07,0.2,0.0975,0.1025,"D","2013"
2013-04-15,0.1015,0.0324,0.0691,"A","2013"
2013-03-14,0.2085,0.0925,0.116,"D","2013"
2013-12-03,0.12334,0.0499,0.07344,"B","2013"
2013-11-27,0.14661,0.0624,0.08421,"C","2013"
2013-11-04,0.06537,0.0149,0.05047,"AA","2013"
2013-12-18,0.11567,0.0449,0.07077,"B","2013"
2013-12-06,0.16162,0.0799,0.08172,"C","2013"
2013-12-18,0.17019,0.0874,0.08279,"C","2013"
2013-11-21,0.08643,0.0249,0.06153,"A","2013"
2013-06-14,0.1452,0.0574,0.0878,"B","2013"
2013-09-17,0.14661,0.0624,0.08421,"C","2013"
2013-09-09,0.219,0.1125,0.1065,"D","2013"
2013-08-29,0.1337,0.0499,0.0838,"B","2013"
2013-09-30,0.2165,0.1175,0.099,"D","2013"
2013-12-23,0.16463,0.0824,0.08223,"C","2013"
2013-12-12,0.06919,0.0199,0.04929,"AA","2013"
2013-04-16,0.0905,0.0274,0.0631,"A","2013"
2013-08-02,0.1864,0.0749,0.1115,"C","2013"
2013-11-13,0.10208,0.0324,0.06968,"A","2013"
2013-06-11,0.1452,0.0574,0.0878,"B","2013"
2013-12-11,0.15867,0.0724,0.08627,"C","2013"
2013-11-18,0.16862,0.0799,0.08872,"C","2013"
2013-09-05,0.241,0.1175,0.1235,"D","2013"
2013-11-25,0.12334,0.0499,0.07344,"B","2013"
2013-09-09,0.1202,0.0424,0.0778,"B","2013"
2013-12-12,0.05,0.0074,0.0426,"AA","2013"
2013-04-24,0.276,0.1575,0.1185,"HR","2013"
2013-09-26,0.18316,0.0925,0.09066,"D","2013"
2013-11-26,0.16862,0.0799,0.08872,"C","2013"
2013-03-13,0.0666,0.0149,0.0517,"AA","2013"
2013-04-30,0.2473,0.1225,0.1248,"E","2013"
2013-10-10,0.09202,0.0274,0.06462,"A","2013"
2013-11-05,0.08643,0.0249,0.06153,"A","2013"
2013-07-03,0.1536,0.0624,0.0912,"C","2013"
2013-10-30,0.13705,0.0549,0.08215,"B","2013"
2013-09-06,0.2512,0.1375,0.1137,"E","2013"
2013-07-15,0.1467,0.0524,0.0943,"B","2013"
2013-01-15,0.2378,0.1075,0.1303,"D","2013"
2013-12-23,0.09071,0.0299,0.06081,"A","2013"
2013-05-30,0.1202,0.0424,0.0778,"B","2013"
2013-01-14,0.2254,0.1175,0.1079,"D","2013"
2013-12-20,0.15163,0.0724,0.07923,"C","2013"
